AÑO;MES;N° MES;N° DIA;TIPO DIA;DIA;FECHA;HORA;Gran Usuario MEM;DISTRIBUIDOR (demanda estacional+GUMEs);DEMANDA LOCAL [MWh];BUENOS AIRES;CATAMARCA;CHACO;CHUBUT;CORDOBA;CORRIENTES;ENTRE RIOS;FORMOSA;JUJUY;LA PAMPA;LA RIOJA;MENDOZA;MISIONES;NEUQUEN;RIO NEGRO;SALTA;SAN JUAN;SAN LUIS;SANTA CRUZ;SANTA FE;SGO.DEL ESTERO;TUCUMAN
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;7;2.104,77;8.972,37;11.077,13;5.098,54;135,88;230,26;480,10;815,27;239,54;299,59;106,84;105,27;74,49;153,65;541,01;222,15;189,74;169,35;205,74;205,72;152,50;121,39;1.099,88;157,03;273,21
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;8;2.172,04;9.240,87;11.412,92;5.450,04;133,43;241,12;480,62;803,35;252,93;307,38;109,68;100,60;73,22;156,58;532,20;241,64;179,02;161,26;196,26;199,59;154,37;117,87;1.101,26;150,88;269,63
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;9;2.190,47;10.151,19;12.341,67;5.942,91;142,96;270,12;484,57;847,36;275,56;336,17;119,66;104,39;80,91;167,27;578,06;266,07;189,56;177,35;210,87;234,14;168,25;121,26;1.167,35;164,92;291,96
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;10;2.187,29;11.089,86;13.277,16;6.417,01;152,94;291,65;500,73;948,51;293,25;356,43;127,28;109,54;88,55;177,05;625,88;278,81;203,69;193,36;229,25;259,28;180,25;126,29;1.224,64;178,56;314,21
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;11;2.148,71;11.654,35;13.803,06;6.696,07;159,41;309,82;508,41;1.005,65;304,38;365,38;133,04;111,45;94,99;182,60;652,45;292,86;214,59;203,42;242,01;270,77;185,19;130,18;1.224,01;187,11;329,28
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;12;2.129,29;12.074,87;14.204,15;6.898,02;164,89;336,32;508,32;1.033,32;320,61;374,96;142,46;113,39;99,42;187,66;660,63;313,47;222,86;209,91;250,57;283,82;189,89;133,18;1.217,63;198,10;344,71
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;13;2.034,77;12.466,88;14.501,66;7.023,78;170,67;370,81;503,57;1.051,68;339,09;380,29;151,77;116,35;103,79;194,56;670,87;325,06;229,14;215,10;259,27;300,95;196,86;134,41;1.188,81;215,64;359,21
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;14;2.020,17;12.681,23;14.701,40;7.091,24;177,42;401,68;503,16;1.054,01;352,04;380,98;167,10;120,71;105,43;202,58;662,37;330,22;235,61;217,40;263,23;320,38;198,26;133,70;1.184,68;234,70;364,52
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;15;2.006,30;12.712,01;14.718,32;7.011,70;181,49;432,08;504,99;1.050,84;368,60;381,75;181,67;116,75;105,56;206,14;624,35;339,01;238,64;216,65;268,27;333,87;198,22;132,43;1.192,74;263,44;369,14
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;16;1.996,63;12.742,85;14.739,48;6.954,57;186,02;441,95;504,15;1.048,70;378,62;385,14;187,11;118,74;105,20;209,99;613,53;349,05;239,07;216,27;272,64;337,49;198,17;133,30;1.199,07;284,83;375,88
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;17;2.037,62;12.814,79;14.852,40;7.008,92;183,82;434,99;509,47;1.088,52;383,21;391,78;182,37;121,25;108,44;210,35;616,66;320,20;241,14;218,20;275,60;340,33;197,25;129,99;1.220,94;288,65;380,32
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;18;2.014,98;12.876,12;14.891,10;7.033,39;181,74;416,78;507,84;1.112,03;380,95;394,73;173,41;124,35;110,84;209,16;629,82;313,76;245,26;222,05;276,83;334,92;201,24;129,87;1.226,17;279,85;386,12
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;19;1.953,68;12.830,28;14.783,96;7.065,71;176,71;383,62;484,41;1.108,93;366,56;390,32;164,23;130,46;110,99;198,10;637,69;317,12;247,82;222,30;276,79;312,99;202,41;130,78;1.211,23;260,18;384,62
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;20;1.951,93;13.343,43;15.295,36;7.375,26;174,27;386,82;496,97;1.135,63;374,24;420,53;174,91;144,22;112,25;191,81;645,15;355,19;248,67;224,07;289,50;293,24;201,34;131,15;1.280,77;245,41;393,97
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;21;1.985,34;14.084,44;16.069,78;7.724,23;180,43;394,25;520,92;1.216,15;375,73;437,42;180,10;151,33;120,62;194,50;705,39;348,09;273,21;253,84;309,01;304,35;213,33;140,73;1.350,47;254,02;421,65
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;22;1.945,30;13.783,87;15.729,17;7.520,30;179,83;386,37;531,49;1.211,52;365,36;421,03;175,63;150,03;116,96;190,74;699,48;327,84;273,96;251,99;303,15;296,42;208,58;146,64;1.304,57;253,39;413,89
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;23;1.917,24;13.046,85;14.964,09;7.130,78;176,07;364,87;525,17;1.156,83;345,03;392,26;168,77;145,25;109,32;185,71;675,26;302,72;263,85;236,90;289,98;283,73;200,64;144,86;1.225,73;248,87;391,50
2024;oct-24;10;19;No Hábil;Sábado;19/10/2024;24;1.936,47;12.289,68;14.226,15;6.718,12;171,83;341,20;515,18;1.082,09;322,19;365,50;160,65;137,46;101,96;187,13;659,39;313,79;252,91;223,64;274,59;279,84;191,59;143,32;1.169,86;244,76;369,16
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;1;1.849,13;11.464,11;13.313,24;6.185,20;167,29;323,15;495,52;1.011,02;303,47;340,79;152,72;129,64;95,15;186,58;629,84;298,37;240,83;209,52;258,71;273,29;177,82;134,54;1.109,13;242,01;348,64
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;2;1.844,45;10.706,04;12.550,49;5.770,91;162,67;307,41;501,48;939,49;287,72;322,20;144,74;121,75;87,87;180,40;598,39;278,68;227,87;196,04;240,93;261,71;167,64;133,66;1.054,62;236,06;328,25
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;3;1.893,52;10.083,35;11.976,87;5.516,79;156,16;292,98;483,61;878,41;274,40;307,14;137,38;119,64;84,29;173,67;571,73;263,77;216,28;185,73;226,55;250,57;159,62;129,13;1.013,06;225,80;310,18
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;4;1.890,46;9.632,78;11.523,24;5.279,63;150,84;281,37;486,54;840,79;264,08;297,29;131,01;111,69;81,35;167,23;552,98;252,75;209,01;178,63;216,43;242,34;153,63;125,72;989,28;214,57;296,09
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;5;1.876,45;9.344,17;11.220,61;5.136,33;146,45;272,48;483,24;809,55;256,79;290,80;127,19;108,29;79,81;161,98;542,16;244,83;205,06;174,43;208,79;234,57;149,37;123,41;973,98;204,80;286,33
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;6;1.878,56;9.153,84;11.032,40;5.059,44;142,31;264,15;485,73;794,22;250,53;287,47;125,14;105,76;78,98;157,78;536,06;237,69;203,20;171,47;204,08;226,97;145,72;122,69;958,29;196,28;278,42
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;7;1.803,06;8.494,82;10.297,89;4.704,04;133,87;240,87;463,77;755,97;232,82;258,88;117,22;103,00;70,26;152,26;516,56;217,08;193,20;158,67;196,79;214,91;135,31;116,81;869,09;184,21;262,30
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;8;1.843,27;8.477,57;10.320,84;4.854,25;129,78;246,01;481,76;708,15;244,88;265,11;121,02;97,11;66,59;151,67;490,04;230,58;178,70;146,38;182,84;200,09;129,37;113,87;856,18;174,52;251,94
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;9;1.808,74;9.139,63;10.948,37;5.215,22;142,24;270,87;444,61;735,55;265,96;284,33;131,43;97,40;67,93;158,39;522,65;252,79;185,29;153,36;193,76;231,02;138,08;115,04;898,73;177,51;266,23
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;10;1.873,73;10.004,28;11.878,01;5.703,22;152,73;294,67;472,37;810,59;289,86;307,68;139,03;103,24;77,22;165,98;562,55;273,72;194,19;166,23;210,91;251,07;149,26;118,81;964,58;182,90;287,20
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;11;1.873,81;10.725,93;12.599,74;6.040,12;157,66;310,97;482,50;911,84;305,81;327,33;147,63;112,90;83,77;172,47;591,75;281,75;204,86;179,22;226,89;266,43;158,57;121,53;1.018,11;187,97;309,67
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;12;1.872,50;11.219,49;13.091,98;6.266,19;162,45;334,69;490,57;950,56;320,56;338,69;159,35;113,51;89,55;177,70;608,21;284,33;211,65;185,82;238,21;283,76;168,59;124,11;1.061,43;196,95;325,15
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;13;1.893,07;11.509,69;13.402,76;6.371,62;166,17;351,94;513,90;991,10;329,77;343,58;163,71;114,82;94,61;183,78;611,21;277,58;214,61;187,18;246,09;302,25;175,95;126,65;1.084,86;211,14;340,26
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;14;1.811,25;11.460,82;13.272,08;6.259,19;161,62;365,46;473,41;986,32;332,61;342,87;168,01;113,74;97,32;185,13;602,20;275,69;212,07;182,88;247,80;312,32;178,74;126,09;1.081,99;223,57;343,06
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;15;1.833,56;11.520,25;13.353,82;6.203,81;159,19;399,17;500,83;982,52;353,57;355,23;181,25;112,71;98,69;184,90;578,08;291,51;208,71;177,80;249,06;315,41;178,46;124,45;1.105,07;245,68;347,72
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;16;1.898,95;11.927,48;13.826,44;6.375,88;168,71;448,60;494,94;997,35;384,98;372,66;196,56;112,95;101,91;193,38;579,86;314,92;207,56;176,17;256,94;324,75;180,81;124,83;1.168,26;278,62;365,81
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;17;1.831,13;12.395,91;14.227,04;6.533,53;171,65;469,90;463,14;1.036,92;404,38;384,63;201,04;117,77;107,40;201,99;590,85;329,41;208,27;177,32;268,04;338,28;185,79;125,21;1.218,42;304,83;388,28
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;18;1.834,80;12.608,37;14.443,17;6.639,34;174,98;458,79;477,60;1.071,89;405,25;388,91;196,35;122,78;108,63;202,30;603,97;331,39;209,55;179,51;272,73;343,09;187,59;126,18;1.234,65;309,14;398,55
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;19;1.803,22;12.587,56;14.390,77;6.725,71;169,96;423,44;477,79;1.083,42;391,96;385,32;186,06;128,29;103,25;192,76;608,53;305,25;213,92;182,08;271,72;326,48;187,49;126,10;1.221,21;287,00;393,05
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;20;1.837,35;13.293,60;15.130,94;7.286,43;165,29;418,08;489,83;1.096,09;399,76;418,40;198,45;141,58;105,05;185,33;603,71;356,41;219,62;189,75;282,62;305,37;186,58;129,40;1.300,27;258,97;393,97
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;21;1.841,83;14.355,14;16.196,97;7.831,54;172,95;432,67;506,79;1.192,52;409,73;449,50;212,01;152,32;113,34;188,97;661,69;361,98;250,04;224,31;305,49;308,33;189,98;139,45;1.408,51;260,36;424,50
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;22;1.846,21;14.441,57;16.287,78;7.826,97;177,87;440,03;518,78;1.208,00;413,01;448,47;215,88;151,83;112,73;193,17;664,39;352,87;254,90;230,59;308,86;311,95;188,89;147,66;1.419,53;267,88;433,57
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;23;1.825,49;14.019,24;15.844,73;7.501,64;181,66;445,65;508,89;1.204,36;408,86;437,90;216,78;152,99;104,89;198,13;646,19;332,59;247,63;222,90;304,46;298,30;182,60;146,59;1.388,88;281,09;431,76
2024;oct-24;10;20;No Hábil;Domingo;20/10/2024;24;1.913,44;13.371,95;15.285,38;7.071,58;184,20;445,18;511,00;1.158,25;398,85;420,05;212,79;144,95;101,34;207,93;632,81;343,29;235,58;210,20;294,46;282,93;176,70;141,69;1.395,17;296,65;419,79
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;1;1.890,60;12.480,10;14.370,70;6.526,98;183,28;434,35;499,49;1.093,86;381,07;399,90;204,11;132,82;89,95;209,34;599,30;323,65;220,20;194,13;276,24;267,71;169,20;136,97;1.324,43;303,35;400,39
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;2;1.896,35;11.642,07;13.538,42;6.091,96;175,33;415,76;503,96;1.023,20;357,70;384,99;193,58;123,09;85,25;202,56;565,06;299,96;207,52;180,59;253,34;247,02;160,38;130,63;1.264,65;297,69;374,20
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;3;1.918,78;11.054,93;12.973,71;5.821,63;165,68;393,48;515,43;973,47;339,36;372,46;184,40;117,02;81,80;194,25;545,95;285,71;199,93;173,59;240,23;233,23;151,21;126,54;1.222,83;284,37;351,14
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;4;1.842,71;10.716,71;12.559,42;5.646,02;158,89;376,90;484,46;946,82;326,12;367,32;176,37;111,62;79,70;186,70;534,04;275,64;196,87;170,58;230,03;220,61;144,65;124,71;1.196,42;269,67;335,29
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;5;1.868,56;10.586,36;12.454,92;5.631,11;155,73;362,98;483,62;941,24;315,06;370,90;167,73;109,12;81,64;181,04;526,94;269,70;196,38;169,53;222,45;208,44;142,33;124,48;1.213,15;258,46;322,91
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;6;1.893,96;10.750,16;12.644,12;5.760,08;153,40;352,59;477,36;969,54;315,24;381,40;164,54;112,44;83,58;177,70;532,36;273,57;197,30;171,82;221,45;204,91;146,21;124,92;1.256,18;246,80;320,74
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;7;1.980,33;10.974,01;12.954,34;6.054,84;152,04;335,78;484,95;998,35;318,45;381,23;154,10;112,13;81,12;176,17;542,86;281,84;197,01;168,31;222,27;205,58;161,28;122,29;1.242,68;231,02;330,05
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;8;2.020,70;11.760,37;13.781,08;6.647,96;151,17;336,19;486,50;1.068,95;336,39;411,60;153,55;109,63;85,26;173,06;568,70;289,77;196,91;173,36;223,54;205,76;168,63;120,12;1.318,92;216,60;338,52
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;9;2.070,31;13.097,55;15.167,86;7.248,41;159,02;369,45;492,53;1.345,66;360,22;449,99;164,18;114,10;93,54;178,12;617,25;311,86;207,61;190,05;247,68;225,95;179,25;123,57;1.487,58;227,37;374,51
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;10;2.169,23;14.009,99;16.179,23;7.925,08;165,32;400,69;522,92;1.238,42;383,07;481,72;175,42;119,09;98,68;190,35;657,35;333,39;216,77;203,19;271,73;235,69;188,29;128,10;1.586,96;244,55;412,48
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;11;2.149,50;14.913,17;17.062,67;8.413,03;169,88;430,95;522,29;1.287,23;404,48;510,13;183,96;128,90;102,46;197,34;681,09;356,95;223,79;212,83;292,65;244,43;192,86;128,35;1.682,34;258,85;437,91
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;12;2.122,69;15.830,96;17.953,65;8.862,66;175,79;486,80;523,64;1.350,94;436,86;536,25;200,93;138,51;107,39;202,43;703,03;370,42;228,71;219,82;313,41;253,65;197,62;131,72;1.770,02;280,80;462,26
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;13;2.136,98;16.695,86;18.832,84;9.265,69;184,81;563,09;526,76;1.398,81;480,15;557,71;227,81;145,29;108,39;212,37;710,55;378,28;231,25;222,90;332,90;261,30;205,72;134,90;1.866,08;317,27;500,82
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;14;2.153,38;17.487,32;19.640,71;9.692,94;192,60;627,38;526,03;1.435,30;524,96;589,52;260,71;146,01;106,64;222,88;698,50;417,64;232,26;217,22;346,54;259,93;210,77;125,94;1.920,51;361,95;524,50
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;15;2.162,45;17.833,21;19.995,66;9.870,51;196,59;622,98;525,54;1.441,68;550,88;605,20;278,96;149,21;104,11;227,64;648,20;445,41;232,41;215,34;356,86;258,36;211,33;124,21;1.974,76;402,82;552,69
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;16;2.184,82;17.951,29;20.136,11;9.911,95;199,97;625,48;525,61;1.469,64;551,02;604,49;273,19;153,97;105,76;232,52;635,58;452,94;231,51;213,52;359,76;284,22;208,89;126,65;1.985,04;417,45;566,96
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;17;2.188,15;17.606,98;19.795,13;9.856,86;199,47;602,58;527,22;1.271,54;540,71;603,50;259,22;153,78;111,13;228,10;636,16;443,43;231,37;214,50;355,80;290,63;209,46;123,31;1.957,77;413,71;564,91
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;18;2.166,43;17.420,71;19.587,14;9.667,91;196,39;581,61;529,00;1.471,18;518,59;584,69;236,78;156,77;113,97;221,48;641,65;415,01;230,54;215,73;351,29;285,08;215,63;125,04;1.880,52;391,87;556,42
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;19;2.144,29;16.793,00;18.937,28;9.495,59;188,46;510,54;518,02;1.420,95;479,53;555,43;217,40;157,96;111,97;206,27;644,10;392,19;231,17;216,59;336,66;263,57;215,64;127,28;1.770,07;347,77;530,14
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;20;2.218,17;17.200,80;19.418,97;9.904,32;183,35;495,73;531,15;1.417,41;492,61;570,97;232,32;165,80;112,03;201,83;647,40;443,00;235,18;218,04;347,76;248,25;214,74;127,65;1.791,91;314,97;522,55
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;21;2.187,67;18.216,71;20.404,38;10.439,32;189,53;518,11;521,57;1.478,92;513,15;595,06;252,00;172,15;122,93;200,81;713,44;450,05;261,55;238,04;357,00;270,18;230,19;134,80;1.894,60;319,55;531,44
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;22;2.219,31;18.246,39;20.465,70;10.400,65;189,78;546,27;542,72;1.480,78;524,06;598,50;263,64;170,81;120,33;194,69;717,96;446,15;266,10;235,82;346,80;267,83;230,26;146,04;1.926,20;332,07;518,25
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;23;2.156,50;17.552,15;19.708,65;9.820,03;188,03;568,51;538,71;1.416,20;525,99;588,31;268,48;166,17;112,69;193,64;696,59;433,69;256,41;240,67;338,32;260,91;222,64;146,74;1.854,50;352,98;518,42
2024;oct-24;10;21;Hábil;Lunes;21/10/2024;24;2.193,61;16.472,22;18.665,84;9.101,25;186,79;579,30;540,58;1.326,39;508,83;561,30;260,89;157,73;105,94;198,97;682,71;402,66;240,16;223,94;324,67;257,17;213,83;138,51;1.763,90;380,26;510,05
2024;oct-24;10;22;Hábil;Martes;22/10/2024;1;2.151,22;15.117,62;17.268,84;8.284,94;179,08;549,90;500,66;1.205,67;475,64;521,94;247,69;147,36;94,76;205,00;641,48;366,58;223,43;202,83;303,40;248,17;196,84;130,37;1.665,02;393,32;484,76
2024;oct-24;10;22;Hábil;Martes;22/10/2024;2;2.201,12;14.077,52;16.278,64;7.715,59;168,47;519,26;508,71;1.138,56;445,54;493,33;234,48;139,13;88,69;197,94;605,92;366,87;209,53;187,90;283,08;235,63;180,86;124,80;1.598,96;382,65;452,76
2024;oct-24;10;22;Hábil;Martes;22/10/2024;3;2.159,26;13.292,87;15.452,13;7.320,74;160,75;484,70;502,18;1.053,21;418,95;471,68;222,47;127,77;83,91;186,57;587,07;361,15;201,39;179,49;276,46;225,88;167,34;120,75;1.510,61;363,92;425,15
2024;oct-24;10;22;Hábil;Martes;22/10/2024;4;2.162,39;12.845,13;15.007,51;7.064,71;154,11;460,61;508,11;1.039,42;401,92;459,38;213,68;121,62;82,56;177,89;578,42;345,59;198,33;175,72;265,95;219,84;161,66;118,65;1.507,95;347,41;404,00
2024;oct-24;10;22;Hábil;Martes;22/10/2024;5;2.185,07;12.492,54;14.677,61;6.871,30;147,87;438,31;509,63;1.017,26;387,37;457,26;204,66;118,62;82,34;172,14;572,68;333,05;196,48;174,26;257,25;215,02;154,83;118,11;1.525,20;332,77;391,21
2024;oct-24;10;22;Hábil;Martes;22/10/2024;6;2.149,81;12.329,94;14.479,75;6.774,23;145,03;422,33;479,99;1.014,90;379,15;457,08;194,92;119,94;84,66;168,94;575,46;333,27;198,23;176,85;255,18;214,79;131,02;117,79;1.534,88;315,82;385,29
2024;oct-24;10;22;Hábil;Martes;22/10/2024;7;2.143,04;12.257,63;14.400,67;6.750,35;144,26;396,80;470,31;1.050,63;371,24;448,97;180,43;126,75;82,74;171,67;595,62;334,00;195,58;172,13;258,43;222,61;157,97;116,00;1.481,23;288,53;384,44
2024;oct-24;10;22;Hábil;Martes;22/10/2024;8;2.130,56;12.703,26;14.833,82;7.127,41;139,63;386,39;490,37;1.067,73;381,25;474,71;176,39;119,68;85,47;174,03;580,17;340,01;194,96;178,58;255,62;217,17;169,41;115,38;1.528,77;256,54;374,16
2024;oct-24;10;22;Hábil;Martes;22/10/2024;9;2.248,58;13.633,20;15.881,77;7.695,44;136,82;418,92;494,31;1.137,12;408,62;521,90;187,47;126,06;94,47;176,67;589,27;361,48;206,63;194,02;273,80;236,29;180,42;120,78;1.672,07;255,10;394,12
2024;oct-24;10;22;Hábil;Martes;22/10/2024;10;2.305,21;14.621,63;16.926,84;8.185,53;136,72;451,81;510,20;1.233,12;428,74;562,25;198,34;130,36;101,26;179,83;604,29;389,55;217,13;208,60;292,13;249,44;186,46;123,71;1.858,77;262,41;416,20
2024;oct-24;10;22;Hábil;Martes;22/10/2024;11;2.311,35;15.374,20;17.685,55;8.527,83;136,91;502,85;523,27;1.255,35;461,40;594,34;209,73;141,65;103,79;181,13;620,44;413,78;227,26;216,18;308,67;262,07;191,27;126,65;1.970,93;275,36;434,71
2024;oct-24;10;22;Hábil;Martes;22/10/2024;12;2.334,34;16.103,05;18.437,39;8.849,91;136,67;573,90;531,89;1.282,07;512,25;626,42;235,40;147,70;107,67;177,61;624,31;427,52;232,96;222,65;327,20;266,42;186,94;129,92;2.078,97;298,84;460,19
2024;oct-24;10;22;Hábil;Martes;22/10/2024;13;2.318,63;16.732,77;19.051,40;9.031,19;144,16;623,68;533,50;1.318,78;563,38;654,74;270,24;149,33;109,70;185,52;621,65;455,53;238,11;227,05;342,54;266,23;193,18;129,85;2.168,65;344,44;479,94
2024;oct-24;10;22;Hábil;Martes;22/10/2024;14;2.304,75;17.158,83;19.463,57;9.160,50;146,38;721,79;534,18;1.296,38;603,83;691,73;304,01;148,47;104,51;185,38;605,50;473,05;238,28;223,63;346,79;261,77;192,67;127,89;2.227,86;391,05;477,96
2024;oct-24;10;22;Hábil;Martes;22/10/2024;15;2.224,87;17.135,99;19.360,86;9.128,45;136,64;737,39;540,18;1.241,91;627,49;705,76;316,80;149,70;96,01;178,68;576,16;475,91;238,27;222,41;342,71;251,23;185,45;130,14;2.168,87;426,31;484,38
2024;oct-24;10;22;Hábil;Martes;22/10/2024;16;2.260,56;16.840,72;19.101,28;9.037,34;129,46;724,72;533,55;1.238,62;624,44;696,44;308,75;151,07;94,69;169,35;557,24;465,58;234,04;220,19;340,42;246,15;179,04;127,81;2.123,85;430,43;468,14
2024;oct-24;10;22;Hábil;Martes;22/10/2024;17;2.291,75;16.321,76;18.613,51;8.674,40;127,27;682,85;566,54;1.242,23;604,23;680,83;290,31;153,71;97,99;162,34;550,42;473,51;236,19;225,21;335,19;238,29;177,06;135,17;2.096,58;403,77;459,42
2024;oct-24;10;22;Hábil;Martes;22/10/2024;18;2.283,21;15.572,50;17.855,70;8.257,81;132,61;645,13;532,65;1.244,96;574,17;647,72;260,29;156,23;101,11;161,23;557,81;444,87;237,09;228,90;340,40;224,16;183,48;137,09;1.973,62;365,36;449,01
2024;oct-24;10;22;Hábil;Martes;22/10/2024;19;2.290,43;14.969,67;17.260,10;8.040,48;137,78;560,59;542,39;1.271,29;529,71;602,72;237,56;157,43;103,01;160,87;571,79;413,96;236,81;225,98;332,98;218,45;186,19;140,08;1.847,95;309,68;432,38
2024;oct-24;10;22;Hábil;Martes;22/10/2024;20;2.282,36;15.526,31;17.808,66;8.444,35;150,28;565,91;538,06;1.291,84;539,41;614,39;257,65;162,74;110,96;167,41;611,52;442,38;236,68;227,40;339,24;227,88;198,09;136,12;1.823,82;274,36;448,17
2024;oct-24;10;22;Hábil;Martes;22/10/2024;21;2.359,55;16.205,67;18.565,22;8.687,58;158,88;604,87;563,79;1.361,79;560,79;632,21;280,85;167,69;118,61;175,64;652,50;452,29;263,08;257,08;357,67;243,23;209,92;142,86;1.928,68;276,88;468,33
2024;oct-24;10;22;Hábil;Martes;22/10/2024;22;2.292,93;16.067,86;18.360,79;8.395,76;154,09;640,42;559,39;1.357,85;582,28;631,38;295,08;165,75;115,78;177,71;648,69;451,00;266,57;260,94;353,81;243,11;212,90;152,24;1.948,84;280,97;466,24
2024;oct-24;10;22;Hábil;Martes;22/10/2024;23;2.233,49;15.298,17;17.531,66;7.881,48;149,20;664,74;553,37;1.278,27;583,25;618,64;302,20;160,83;105,72;173,04;623,69;453,84;256,56;243,81;343,09;232,56;206,17;149,64;1.811,03;287,11;453,44
2024;oct-24;10;22;Hábil;Martes;22/10/2024;24;2.278,12;14.303,88;16.582,00;7.253,89;142,13;659,36;542,81;1.187,27;565,69;589,86;296,47;154,19;96,87;171,95;588,53;437,90;240,73;226,35;325,64;223,00;193,76;142,42;1.814,26;296,48;432,44
2024;oct-24;10;23;Hábil;Miércoles;23/10/2024;1;2.163,25;13.173,54;15.336,79;6.664,65;135,33;630,36;527,94;1.087,12;539,93;550,00;282,82;142,35;90,06;167,92;541,74;405,88;220,79;205,05;302,77;208,17;175,78;133,77;1.619,09;300,55;404,75
2024;oct-24;10;23;Hábil;Miércoles;23/10/2024;2;2.186,34;12.170,60;14.356,94;6.266,65;124,85;592,40;510,50;974,98;503,91;514,01;265,62;131,44;83,68;155,93;505,35;373,90;206,94;189,64;278,38;191,43;161,30;127,85;1.533,15;288,08;376,98
2024;oct-24;10;23;Hábil;Miércoles;23/10/2024;3;2.222,29;11.535,46;13.757,75;6.042,77;118,05;564,48;508,34;882,14;480,44;493,57;252,87;121,20;82,02;147,65;482,42;352,33;200,60;179,40;260,23;181,56;148,34;123,68;1.502,93;273,51;359,26
2024;oct-24;10;23;Hábil;Miércoles;23/10/2024;4;2.264,27;11.202,06;13.466,33;5.950,53;114,72;539,81;484,93;852,45;462,87;480,69;243,08;115,61;83,21;142,69;477,98;336,45;195,42;177,73;249,64;177,03;141,32;121,46;1.509,76;259,31;349,64
2024;oct-24;10;23;Hábil;Miércoles;23/10/2024;5;2.238,82;11.088,18;13.327,00;5.948,12;113,86;515,52;489,86;866,70;446,72;477,25;233,08;114,58;81,63;140,15;468,42;326,20;192,45;177,03;241,46;176,18;138,50;122,49;1.466,51;247,50;342,81
2024;oct-24;10;23;Hábil;Miércoles;23/10/2024;6;2.293,73;11.157,83;13.451,56;6.044,19;115,37;493,02;498,76;863,09;435,97;478,22;221,19;115,81;80,97;141,47;478,83;320,97;194,72;179,34;238,56;178,96;141,87;123,21;1.529,75;237,75;339,56
